oldSpeciesCanonicalName,species,key,label
Ennearthron pallidus,Orphinus fulvipes,1095834,0
Cis bilimeka,Strigocis bilimeki,1045798,1
Trachypachus holmbergi,Octotemnus laevis,1045539,0
Mylabris phalerata,Hycleus phaleratus,6955536,1
Ennearthron oregonus,Ceracis californicus,1045568,1
Cis levellei,Cis striatulus,4456457,0
Ennearthron concinnum,Ennearthron cornutum,4456362,1
Meloe laticollis,Meloe brevicollis,4457545,1
Baissopsis amplus,Baissophytum amplus,9327325,1
Ropalodontus baudueri,Tophoderes depontanus,9543000,0
Shiva taiwanus,Meloe brevicollis,4457545,0
Aethriostoma undulata,Attagenus undulatus,1095948,1
Ceracis simplicicornis,Cis castlei,1045660,0
Tiresias serra,Orthocis linearis,4456390,0
Dissia membranaceus,Attagenus fasciatus,1095950,0
Hadraule striatulus,Mycterus curculioides,4458616,0
Brachycis brevicollis,Ceracis nigricans,6958391,0
Trogoderma grassmani,Trogoderma grassmani,1095972,1
Xylographus rufescens,Dolichocis laricinus,4456350,0
Mycterus curculionides,Cantharis lithophilus,9570153,0
Xestocis moznettei,Heterocerus fenestratus,4428122,0
Meloe ganglbaueri,Pastillodes areolatus,6962539,0
Dolichocera tessellatus,Hadraule elongatula,1045646,0
Ennearthron sallei,Ceracis sallei,1045592,1
Ceracis convergens,Attagenus fasciatus,1095950,0
Orthocis latifrons,Orthocis coluber,4456387,1
Meloe puncticollis,Meloe brevicollis,4457545,1
Zonitis guerini,Palaestra guerini,9483506,1
Hadraule striata,Hadraule elongatula,1045646,1
Orthocis perrisi,Orthocis linearis,4456390,1
Lytta lithophila,Cantharis lithophilus,9570153,1
Dzeregia juxta,Hadraule elongatula,1045646,0
Sulcacis sorror,Sulcacis curtulus,1045806,1
Cerocoma viridis,Cis striatulus,4456457,0
Meloe cephalotes,Meloe brevicollis,4457545,1
Ennearthron concinnum,Ceracis californicus,1045568,0
Meloe phalerata,Hycleus phaleratus,6955536,1
Ceracis laminifrons,Ceracis thoracicornis,1045596,1
Ceracis unicornis,Ceracis monocerus,1045582,1
Meloe ganglbaueri,Eurymeloe ganglbaueri,12245575,1
Xylographus lemoulti,Dolichocera tessellata,11195791,0
Dissia nigriceps,Theticephalus nigriceps,11370700,1
Cryptorhopalum brevicorne,Ceracis thoracicornis,1045596,0
Dzeregia juxta,Ademosynoides juxta,6989256,1
Meloe cicatricosus,Meloe cicatricosus,4457570,1
Ennearthron coloradensis,Malacocis brevicollis,1045642,0
Pseudothaumaglossa anthrenoides,Thaumaglossa anthrenoides,6966026,1
Ceracis mellyi,Zherikhinia distylia,9484701,0
Attagenus piceus,Rhopalodontus strandi,4456408,0
Waitomophylax worthyi,Archaeophylax worthyi,6970285,1
Tiresias serra,Ctesias serra,4427406,1
Nanodes gracilis,Dieckmanniellus gracilis,4469637,1
Attagenus elongatulus,Attagenus brunneus,1095954,1
Trachypachus alticola,Xylographus corpulentus,6958506,0
Octotemnus denudatus,Octotemnus laevis,1045539,1
Meloe punctatus,Meloe rugosus,4457556,1
Dolichocera tessellatus,Dolichocera tessellata,11195791,1
Necromera inflata,Idiomerus inflatus,6981228,1
Cis criddlei,Sulcacis curtulus,1045806,1
Necronetulus avus,Necronectulus avus,8674670,1
Cis fronticornis,Sulcacis fronticornis,4456352,1
Ennearthron convergens,Attagenus brunneus,1095954,0
Argocerus similaris,Labrocerus similaris,1095920,1
Ceracis compactus,Ceracis curtus,1045556,1
Ennearthron affinis,Sulcacis nitidus,8672784,1
Eocerus depressus,Labrocerus depressus,1095926,1
Meloe puncticollis,Systolosoma breve,6962235,0
Thorictodes karanisensis,Thorictodes heydeni,1095910,1
Dissia ampla,Cybocephalus amplus,6962360,1
Sulcacis affinis,Sulcacis nitidus,8672784,1
Heterocerus britannicus,Heterocerus maritimus,4428132,1
Trachypachus californicus,Trachypachus gibbsii,1037878,1
Theticephalus mesopatamicus,Heterocerus crinitus,4428152,0
Cis alpinus,Sulcacis curtulus,1045806,0
Ceracis ater,Ceracis thoracicornis,1045596,0
Ennearthron laminifrons,Ceracis thoracicornis,1045596,1
Nanophyes basilineatus,Ceracis minutissimus,1045580,0
Ennearthron oregonus,Idiomerus intermedius,6981224,0
Heterocerus britannicus,Sefrania bleusei,4427489,0
Meloe autumnalis,Mycterus quadricollis,1045070,0
Strongulites stygicus,Cis krausi,1045788,0
Cis punctatus,Octotemnus laevis,1045539,0
Attagenus gloriosae,Ceracis californicus,1045568,0
Trachypachus transversicollis,Ceracis californicus,1045568,0
Systolosoma bilunulatum,Attagenus australis,6965603,0
Cis bicolor,Cis krausi,1045788,1
Dieckmanniellus helveticus,Ceracis monocerus,1045582,0
Xestocis moznettei,Cis ephippiatus,1045662,1
Anthribus moussoni,Orthocis transversatus,1045548,0
Meloe mediterraneus,Eurymeloe mediterraneus,12217494,1
Cybocephalus aurocupreus,Theticephalus mesopotamicus,11379488,0
Cybocephalus mesopatamicus,Attagenus fasciatus,1095950,0
Necromera intermedia,Idiomerus intermedius,6981224,1
Cis moznettei,Cis ephippiatus,1045662,1
Brachytarsus kusteri,Anthribus nebulosus,1165552,1
Dolichocera hermandi,Ennearthron palmi,4456364,0
Cis dufaui,Ceracis californicus,1045568,0
Ceracis pumicatus,Sulcacis curtulus,1045806,0
Cis duryi,Cis krausi,1045788,1
Trachypachus oregonus,Epicerastes exstans,1168338,0
Attagenus 4-maculatus,Thorictodes heydeni,1095910,0
Ennearthron unicornis,Systolosoma breve,6962235,0
Protaedus fontaltus,Leptocnemus longus,9279396,0
Ceracis unicolor,Ceracis thoracicornis,1045596,1
Attagenus 3-fasciatus,Baissophytum amplus,9327325,0
Ennearthron striata,Labrocerus similaris,1095920,0
Cis duryi,Sulcacis nitidus,8672784,0
Argocerus subguttatus,Labrocerus similaris,1095920,1
Toksunius chinaticus,Ceracis monocerus,1045582,0
Cybocephalus gressitti,Pacicephalus gressitti,11373342,1
Ceracis mellyi,Ceracis thoracicornis,1045596,1
Cretomegatoma atypica,Orthocis linearis,4456390,0
Petrodromeus asiaticus,Hycleus phaleratus,6955536,0
Temnalysis axeli,Pseudorobitis axeli,5737568,1
Trogoderma niger,Sulcacis nitidus,8672784,0
Ceracis obesus,Strongylites stygius,8585411,0
Ennearthron unicornis,Ceracis monocerus,1045582,1
Attagenus anulifer,Attagenus fasciatus,1095950,1
Trogoderma tricolor,Ceracis furcifer,6958411,0
Heterocerus pulchellus,Heterocerus fenestratus,4428122,1
Anthribus tesselatus,Octotemnus laevis,1045539,0
Ennearthron affinis,Heterocerus fenestratus,4428122,0
Ennearthron coloradensis,Ceracis californicus,1045568,1
Xestocis levettei,Ceracis sallei,1045592,0
Entypus affinis,Sulcacis nitidus,8672784,1
Deropygus cherilus,Deropygus chaerilus,1168633,1
Meloe rugulosus,Attagenus fasciatus,1095950,0
Trachypachus laticollis,Cis krausi,1045788,0
Attagenus megatoma,Attagenus unicolor,1095958,1
Hucus numatus,Hucus numatus,1167161,1
Ennearthron nigricans,Ceracis nigricans,6958391,1
Ceracis discolor,Orthocis testaceofasciatus,6958553,0
Cis setulosus,Cis tristis,1045667,1
Pycnocephalus argentinus,Amedissia argentinus,11374706,1
Ropalodontus strandi,Rhopalodontus strandi,4456408,1
Attagenus marginicollis,Attagenus brunneus,1095954,1
Labrocerus pallipes,Labrocerus setosus,1095915,1
Cerophytum cayennense,Thaumaglossa anthrenoides,6966026,0
Micromalthus anansi,Micromalthus debilis,1033864,1
Ennearthron mellyi,Ceracis thoracicornis,1045596,1
Nanophyes basilineatus,Chibizo formosensis,9356010,1
Xylographus rufescens,Xylographus subsinuatus,6958501,1
Zonitis nigripennis,Sefrania bleusei,4427489,0
Trachypachus holmbergi,Trachypachus inermis,1037877,1
Xestocis levettei,Cis levettei,1045681,1
Ceracis grossulus,Ceracis californicus,1045568,1
Cis testaceofasciatus,Orthocis testaceofasciatus,6958553,1
Attagenus elongatus,Attagenus brunneus,1095954,1
Ennearthron oblongus,Trachypachus gibbsii,1037878,0
Hadraule coarctata,Ceracis thoracicornis,1045596,0
Cis perrisi,Hadraule elongatula,1045646,0
Anthrenus niger,Trogoderma glabrum,1095973,1
Dolichocera schanus,Dolichocera schanus,11202856,1
Heterocerus basalis,Heterocerus maritimus,4428132,1
Thaumaphrastus heydeni,Orthocis linearis,4456390,0
Thorictodes karanisensis,Eurymeloe baudueri,12232124,0
Labrocerus affinis,Labrocerus setosus,1095915,1
Heterocerus aureolus,Augyles aureolus,4428168,1
Ennearthron corniferum,Ceracis cornifer,6958421,1
Cis cylindricus,Theticephalus decamerus,11372788,0
Mycterus depressus,Mycterus quadricollis,1045070,1
Shiva taiwanus,Kantohia taiwana,9557527,1
Meloe baudueri,Ceracis cornifer,6958421,0
Cybocephalus mesopatamicus,Theticephalus mesopotamicus,11379488,1
Ennearthron convergens,Ceracis californicus,1045568,1
Ennearthron transversatus,Strigocis bilimeki,1045798,0
Protaedus materta,Protaedus matertera,1165909,1
Meloe punctatus,Ceracis thoracicornis,1045596,0
Attagenus marginicollis,Labrocerus similaris,1095920,0
Attagenus 3-fasciatus,Attagenus trifasciatus,4427468,1
Ceracis thoracicus,Ceracis thoracicornis,1045596,1
Ennearthron compactus,Ceracis curtus,1045556,1
Attagenus gloriosae,Attagenus fasciatus,1095950,1
Trogoderma niger,Trogoderma glabrum,1095973,1
Xestocis castlei,Cis castlei,1045660,1
Cybocephalus aeneonittens,Cybocephalus binotatus,6962423,1
Protaedus butoniense,Protaedus butoniensis,9481056,1
Trogoderma fulvipes,Orphinus fulvipes,1095834,1
Strigocis fronticornis,Strigocis bicornis,4456414,1
Orthocis perrisi,Hadraule elongatula,1045646,0
Syntophoderes depontanus,Tophoderes depontanus,9543000,1
Necromera longicornis,Porculus dufaui,10047137,0
Exillis aeroginosus,Exillis aeruginosus,9564893,1
Ceracis thoracicinus,Electranthribus zherikhini,8965250,0
Ceracis simplicicornis,Ceracis cornifer,6958421,1
Kateretes castaneus,Cis castaneus,4456422,1
Epicerastes viridanus,Ctesias serra,4427406,0
Ceracis piceus,Ceracis thoracicornis,1045596,1
Sulcacis criddlei,Sulcacis curtulus,1045806,1
Ennearthron californicus,Ceracis californicus,1045568,1
Sulcacis sorror,Theticephalus mesopotamicus,11379488,0
Xestocis opalescens,Sulcacis curtulus,1045806,0
Cis punctatus,Orthocis punctatus,1045552,1
Labrocerus affinis,Ceracis minutissimus,1045580,0
Cis montana,Ceracis thoracicornis,1045596,0
Ceracis thoracicus,Sulcacis curtulus,1045806,0
Cis cylindricus,Sulcacis curtulus,1045806,1
Cis sorror,Nanomimus hemisphaericus,4469579,0
Meloe baudueri,Eurymeloe baudueri,12232124,1
Trogoderma nigrum,Trachypachus gibbsii,1037878,0
Ceracis bifoveatus,Ceracis thoracicornis,1045596,1
Hadraule striatulus,Cis striatulus,4456457,1
Ennearthron bicornis,Ceracis bicornis,6958389,1
Cybocephalus gressitti,Cis krausi,1045788,0
Entypus bicornis,Heterocerus crinitus,4428152,0
Ennearthron sallei,Labrocerus vestitus,1095918,0
Ceracis oregonus,Ceracis californicus,1045568,1
Cerocoma viridis,Cerocoma schaefferi,5751007,1
Protaedus fontaltus,Protaedus frontaltus,1165911,1
Labrocerus simplex,Labrocerus similaris,1095920,0
Sulcacis cylindricus,Sulcacis curtulus,1045806,1
Trachypachus alticola,Trachypachus gibbsii,1037878,1
Ennearthron affine,Sulcacis nitidus,8672784,1
Temnalysis axeli,Sulcacis curtulus,1045806,0
Kateretes castaneus,Pacicephalus gressitti,11373342,0
Ennearthron filum,Ennearthron palmi,4456364,1
Anthrenus niger,Baissophytum amplus,9327325,0
Necromera intermedia,Sulcacis fronticornis,4456352,0
Mycterus curculionoides,Cis krausi,1045788,0
Toksunius chinaticus,Ademosynoides chinatica,9481288,1
Cybocephalus areolatus,Idiomerus musculus,6981222,0
Mylabris polymorpha,Hycleus polymorphus,4457414,1
Mylabris phalerata,Theticephalus mesopotamicus,11379488,0
Cis testaceofasciatus,Theticephalus aurocupreus,11377248,0
Tophoderes sinuaticollis,Tophoderes sinuatocollis,1168385,1
Heterocerus basalis,Strigocis opalescens,1045800,0
Critoderma deplanatum,Sulcacis nitidus,8672784,0
Necromera brevicornis,Hadraule elongatula,1045646,0
Ceracis coloradensis,Strongylites stygius,8585411,0
Labrocerus pallipes,Orthocis coluber,4456387,0
Ennearthron cucullatum,Mycterus quadricollis,1045070,0
Cybocephalus mesopotamicus,Ceracis californicus,1045568,0
Xestocis miles,Cybocephalus politissimus,6872479,0
Trogoderma fulvipes,Electranthribus zherikhini,8965250,0
Orphinus brevicornis,Orphinus fulvipes,1095834,1
Cis alpinus,Sulcacis bidentulus,4456354,1
Orthocis pallidus,Orthocis transversatus,1045548,1
Heterocerus aureolus,Malacocis brevicollis,1045642,0
Cybocephalus decamerus,Theticephalus decamerus,11372788,1
Protaedus robusticorne,Protaedus robusticornis,9495180,1
Attagenus anulifer,Orthocis punctatus,1045552,0
Argocerus similaris,Sulcacis nitidus,8672784,0
Ooidellus denudatus,Ooides denudatus,9502905,1
Baissopsis amplus,Labrocerus similaris,1095920,0
Rhopalodontus fronticornis,Sulcacis fronticornis,4456352,1
Nanophyes miwai,Pseudorobitis miwai,5737567,1
Nanodes gracilis,Trachypachus gibbsii,1037878,0
Thaumaphrastus heydeni,Thorictodes heydeni,1095910,1
Meloe laticollis,Ceracis curtus,1045556,0
Ennearthron grossulus,Ceracis californicus,1045568,1
Ennearthron laricinum,Orthocis transversatus,1045548,0
Sulcacis montana,Sulcacis curtulus,1045806,1
Cis alter,Cis krausi,1045788,0
Sulcacis niger,Sulcacis curtulus,1045806,1
Meloe cephalotes,Orphinus fulvipes,1095834,0
Cybocephalus aeneonittens,Cis krausi,1045788,0
Anthribus variegatus,Anthribus nebulosus,1165552,1
Sulcacis niger,Protaedus robusticornis,9495180,0
Trachypachus specularis,Trachypachus inermis,1037877,1
Cis sorror,Sulcacis curtulus,1045806,1
Ennearthron oblongus,Ceracis thoracicornis,1045596,1
Orthocis latifrons,Rhopalodontus strandi,4456408,0
Trachypachus laticollis,Trachypachus zetterstedtii,6969679,1
Cis setulosus,Attagenus fasciatus,1095950,0
Labrocerus flavicornis,Ceracis curtus,1045556,0
Deropygus cherilus,Eurymeloe ganglbaueri,12245575,0
Anthribus tesselatus,Anthribus nebulosus,1165552,1
Ennearthron striata,Hadraule elongatula,1045646,1
Ceracis cylindricus,Ceracis cornifer,6958421,1
Cis perrisi,Orthocis linearis,4456390,1
Zonitis guerini,Micromalthus debilis,1033864,0
Dissia nigriceps,Eurymeloe murinus,12186651,0
Glaesotropis zherikhini,Ennearthron palmi,4456364,0
Necromera muscula,Sulcacis nitidus,8672784,0
Orthocis festivus,Ennearthron cornutum,4456362,0
Heterocerus burchanensis,Sympaector revocans,11205941,0
Brachytarsus rosae,Anthribus scapularis,1165672,1
Meloe mediterraneus,Wagaicis wagae,4456377,0
Ennearthron pullulus,Ceracis pullulus,1045613,1
Ennearthron corniferum,Ceracis thoracicornis,1045596,0
Ennearthron unicorne,Ceracis monocerus,1045582,1
Cerophytum cayennense,Phytocerum cayennense,1162255,1
Ennearthron simplicicorne,Meloe brevicollis,4457545,0
Cybocephalus flavicapitus,Attagenus quadrimaculatus,4427437,0
Xylographus richardi,Eurymeloe ganglbaueri,12245575,0
Cis bilimeka,Micromalthus debilis,1033864,0
Cis obesus,Ceracis singularis,1045616,0
Necromera inflata,Systolosoma breve,6962235,0
Cybocephalus decamerus,Thaumaglossa anthrenoides,6966026,0
Trinodes australis,Trachypachus zetterstedtii,6969679,0
Sulcacis affinis,Ceracis cornifer,6958421,0
Protaedus robusticorne,Anthribus moussonii,9288742,0
Cis bimaculatus,Ceracis thoracicornis,1045596,0
Physopterus taiwanus,Bothrus taiwanus,5737722,1
Cis levellei,Cis levettei,1045681,1
Meloe phalerata,Ceracis thoracicornis,1045596,0
Protaedus materta,Cybocephalus politissimus,6872479,0
Necronetulus avus,Ceracis monocerus,1045582,0
Augyles crinitus,Cybocephalus membranaceus,6872460,0
Cis nitidus,Sulcacis nitidus,8672784,1
Cis falli,Labrocerus concolor,1095928,0
Ceracis thoracicinus,Ceracis thoracicornis,1045596,1
Cis thoracicornis,Ceracis minutissimus,1045580,0
Cantharis chrysomeloides,Cantharis lithophilus,9570153,0
Xestocis miles,Cis miles,1045671,1
Augyles britannicus,Baissophytum amplus,9327325,0
Necromera longa,Leptocnemus longus,9279396,1
Ennearthron discolor,Ceracis californicus,1045568,1
Plesiocis spenceri,Ennearthron spenceri,1045635,1
Ceracis pumicatus,Ceracis thoracicornis,1045596,1
Dolichocera hermandi,Dolichocera harmandi,11130911,1
Anthribus moussoni,Anthribus moussonii,9288742,1
Anthribus variegatus,Ceracis curtus,1045556,0
Ceracis sellei,Ceracis sallei,1045592,1
Ooidellus denudatus,Dieckmanniellus gracilis,4469637,0
Protaedus butoniense,Hadraule elongatula,1045646,0
Mylabris polymorpha,Ceracis monocerus,1045582,0
Glaesotropis zherikhini,Electranthribus zherikhini,8965250,1
Nanophyes formosensis,Ceracis monocerus,1045582,0
Fohrer bleusei,Cantharis lithophilus,9570153,0
Ennearthron multipunctatus,Ceracis curtus,1045556,0
Ennearthron discolor,Protaedus matertera,1165909,0
Epicerastes viridanus,Epicerastes viridescens,9507470,1
Cis fronticornis,Attagenus trifasciatus,4427468,0
Trachypachus specularis,Ceracis californicus,1045568,0
Necromera latissima,Idiomerus latissimus,6981226,1
Cis cornutus,Octotemnus laevis,1045539,0
Augyles britannicus,Heterocerus maritimus,4428132,1
Cis arizonae,Cis tetracentrum,1045752,1
Critoderma deplanatum,Cycloderma deplanatum,9286732,1
Entomotrogus megatomoides,Nanomimus hemisphaericus,4469579,0
Meloe splendens,Meloe brevicollis,4457545,1
Ropalodontus baudueri,Rhopalodontus baudueri,4456411,1
Pityocis coarctata,Hadraule elongatula,1045646,1
Cis bicolor,Attagenus brunneus,1095954,0
Strigocis davisi,Strigocis opalescens,1045800,1
Fohrer bleusei,Sefrania bleusei,4427489,1
Orphinus brevicorne,Orphinus fulvipes,1095834,1
Attagenus 4-maculatus,Attagenus quadrimaculatus,4427437,1
Xestocis maritimus,Cis maritimus,1045742,1
Cis montana,Sulcacis curtulus,1045806,1
Ceracis unicorne,Strigocis opalescens,1045800,0
Hucus numatus,Ademosynoides juxta,6989256,0
Ennearthron multipunctatus,Ceracis multipunctatus,1045586,1
Trachypachus oregonus,Trachypachus inermis,1037877,1
Dissia membranaceus,Cybocephalus membranaceus,6872460,1
Ennearthron piceus,Ceracis thoracicornis,1045596,1
Cis nitidus,Dieckmanniellus gracilis,4469637,0
Lytta lithophila,Idiomerus longicornis,6981225,0
Xestocis davisi,Meloe brevicollis,4457545,0
Orthocis festivus,Cis festivus,6958250,1
Ennearthron californicus,Labrocerus vestitus,1095918,0
Augyles crinitus,Heterocerus crinitus,4428152,1
Ceracis sellei,Dieckmanniellus gracilis,4469637,0
Cis arizonae,Meloe brevicollis,4457545,0
Ennearthron simplicicorne,Ceracis cornifer,6958421,1
Tophoderes sinuaticollis,Protaedus matertera,1165909,0
Trogoderma grassmani,Ceracis californicus,1045568,0
Meloe splendens,Strigocis opalescens,1045800,0
Brachytarsus kusteri,Ceracis thoracicornis,1045596,0
Cis cornutus,Ennearthron cornutum,4456362,1
Ennearthron grossulus,Megatoma atypica,9414997,0
Cretomegatoma atypica,Megatoma atypica,9414997,1
Cis filum,Ennearthron palmi,4456364,1
Ennearthron mellyi,Sulcacis nitidus,8672784,0
Systolosoma bilunulatum,Systolosoma breve,6962235,1
Xestocis singularis,Ceracis singularis,1045616,1
Octotemnus dixiensis,Ademosynoides chinatica,9481288,0
Octotemnus dixiensis,Ceracis dixiensis,1045562,1
Ceracis compactus,Ceracis thoracicornis,1045596,0
Cis ephippium,Cis ephippiatus,1045662,1
Trachypachus transversicollis,Trachypachus zetterstedtii,6969679,1
Argocerus subguttatus,Ceracis californicus,1045568,0
Ennearthron militaris,Ceracis militaris,6958419,1
Cybocephalus mesopotamicus,Theticephalus mesopotamicus,11379488,1
Necromera latissima,Heterocerus maritimus,4428132,0
Heterocerus burchanensis,Heterocerus maritimus,4428132,1
Attagenus piceus,Attagenus unicolor,1095958,1
Sulcacis criddlei,Attagenus fasciatus,1095950,0
Nanophyes hemisphaericus,Nanomimus hemisphaericus,4469579,1
Dissia ampla,Sulcacis curtulus,1045806,0
Ceracis ater,Ceracis castaneipennis,6958413,1
Ceracis unicolor,Cis krausi,1045788,0
Attagenus gloriosus,Attagenus fasciatus,1095950,1
Cis ephippium,Idiomerus brevicornis,6981223,0
Ceracis oblongus,Ceracis thoracicornis,1045596,1
Xylographus richardi,Xylographus corpulentus,6958506,1
Phaulogyrinus minimus,Ademosynoides juxta,6989256,0
Eocerus depressus,Strongylites stygius,8585411,0
Sulcacis cylindricus,Palaestra guerini,9483506,0
Wagaicis wagai,Wagaicis wagae,4456377,1
Syntophoderes depontanus,Nanomimus hemisphaericus,4469579,0
Ropalodontus perforatus,Hadraule elongatula,1045646,0
Ennearthron laricinum,Dolichocis laricinus,4456350,1
Theticephalus mesopatamicus,Theticephalus mesopotamicus,11379488,1
Necromera muscula,Idiomerus musculus,6981222,1
Sympaector revocanus,Sympaector revocans,11205941,1
Cis filum,Ceracis cornifer,6958421,0
Trogoderma nigrum,Trogoderma glabrum,1095973,1
Cybocephalus flavocapitis,Heterocerus maritimus,4428132,0
Meloe scabriusculus,Attagenus brunneus,1095954,0
Cybocephalus salsus,Theticephalus salsus,11371894,1
Attagenus gloriosus,Cis miles,1045671,0
Labrocerus simplex,Labrocerus concolor,1095928,1
Entypus bicornis,Strigocis bicornis,4456414,1
Globicornis alpina,Megatoma alpina,12225501,1
Epicerastes extans,Dieckmanniellus chevrieri,9422259,0
Cis dufaui,Porculus dufaui,10047137,1
Orthocis aterrimus,Ceracis cornifer,6958421,0
Cis minutissimus,Ceracis minutissimus,1045580,1
Necromera longa,Ceracis californicus,1045568,0
Trogoderma fuscicornis,Dolichocera harmandi,11130911,0
Ennearthron pullulus,Ceracis monocerus,1045582,0
Ennearthron unicorne,Cis levettei,1045681,0
Cybocephalus salsus,Hycleus polymorphus,4457414,0
Cis thoracicornis,Ceracis thoracicornis,1045596,1
Ennearthron cucullatum,Ceracis cucullatus,6958403,1
Ennearthron curtus,Ceracis curtus,1045556,1
Attagenus elongatulus,Cis krausi,1045788,0
Ennearthron unicolor,Cybocephalus binotatus,6962423,0
Ennearthron pallidus,Orthocis transversatus,1045548,1
Zherikhinia formosensis,Ceracis thoracicornis,1045596,0
Ennearthron bicornis,Dolichocera tessellata,11195791,0
Octotemnus denudatus,Sulcacis curtulus,1045806,0
Dieckmaniellus gracilis,Trachypachus zetterstedtii,6969679,0
Aethriostoma undulata,Pacicephalus gressitti,11373342,0
Mylabris brevetarsalis,Thorictodes heydeni,1095910,0
Dieckmanniellus helveticus,Dieckmanniellus chevrieri,9422259,1
Cis moznettei,Theticephalus aurocupreus,11377248,0
Ceracis rufipes,Ceracis castaneipennis,6958413,1
Xestocis opalescens,Strigocis opalescens,1045800,1
Heterocerus caledoniae,Heterocerus flindersi,4718637,1
Ceracis unicorne,Ceracis monocerus,1045582,1
Sympaector revocanus,Ceracis singularis,1045616,0
Ceracis convergens,Ceracis californicus,1045568,1
Orphinus brevicornis,Zonitis chrysomeloides,9557999,0
Xylographus lemoulti,Xylographus corpulentus,6958506,1
Phaulogyrinus minimus,Gyrinites minimus,9429058,1
Cybocephalus flavocapitis,Cybocephalus politissimus,6872479,1
Dolichocera schanus,Cis striatulus,4456457,0
Mycterus curculionides,Mycterus curculioides,4458616,1
Ceracis oblongus,Ooides denudatus,9502905,0
Meloe cicatricosus,Cybocephalus binotatus,6962423,0
Cybocephalus areolatus,Pastillodes areolatus,6962539,1
Sulcacis montana,Anthribus moussonii,9288742,0
Zonitis nigripennis,Zonitis melanoptera,6952168,1
Ennearthron cylindricum,Ceracis cornifer,6958421,1
Cryptorhopalum brevicorne,Orphinus fulvipes,1095834,1
Strigocis fronticornis,Labrocerus vestitus,1095918,0
Nanophyes formosensis,Zherikhinia distylia,9484701,1
Entypus affinis,Strigocis bicornis,4456414,0
Xestocis castlei,Ceracis thoracicornis,1045596,0
Xestocis maritimus,Ceracis thoracicornis,1045596,0
Trachypachus californicus,Cis tristis,1045667,0
Strongulites stygicus,Strongylites stygius,8585411,1
Micromalthus anansi,Sulcacis nitidus,8672784,0
Orthocis pallidus,Gyrinites minimus,9429058,0
Cybocephalus flavicapitus,Cybocephalus politissimus,6872479,1
Telephorus guerinii,Strigocis opalescens,1045800,0
Zherikhinia formosensis,Zherikhinia distylia,9484701,1
Ennearthron unicolor,Ceracis thoracicornis,1045596,1
Trogoderma tricolor,Phradonoma tricolor,6966757,1
Heterocerus pulchellus,Malacocis brevicollis,1045642,0
Meloe autumnalis,Meloe rugosus,4457556,1
Exillis aeroginosus,Sulcacis nitidus,8672784,0
Waitomophylax worthyi,Attagenus unicolor,1095958,0
Cis bimaculatus,Cis krausi,1045788,1
Brachypterus sublucidus,Systolosoma breve,6962235,0
Nanophyes hemisphaericus,Orthocis transversatus,1045548,0
Necromera longicornis,Idiomerus longicornis,6981225,1
Pseudothaumaglossa anthrenoides,Idiomerus latissimus,6981226,0
Ennearthron compactus,Attagenus fasciatus,1095950,0
Plesiocis spenceri,Ceracis monocerus,1045582,0
Ceracis piceus,Cis krausi,1045788,0
Ropalodontus perforatus,Rhopalodontus perforatus,1045795,1
Ceracis coloradensis,Ceracis californicus,1045568,1
Ceracis cylindricus,Bothrus taiwanus,5737722,0
